ts,prompt_id,run_id,model,temperature,raw_output,code,canon_code,raw_hash,canon_signature,structural_ok,canonicalization_ok,contract_pass,oracle_pass,notes,attempts,last_error,status,metrics_version,contract_id
1756744223.3763459,anchor_fib_v1,anchor_fib_v1_1756744223,gpt-4o-mini,0.2,"```python
def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())
```","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)
    return [fib_recursive(i) for i in range(n)]
print(fibonacci())",05097966f6073032,9ad2e02da2b5b9c4,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744228.1317577,anchor_fib_v1,anchor_fib_v1_1756744228,gpt-4o-mini,0.2,"```python
def fibonacci(n=20, fib_list=None):
    if fib_list is None:
        fib_list = [0, 1]
    if len(fib_list) < n:
        fib_list.append(fib_list[-1] + fib_list[-2])
        return fibonacci(n, fib_list)
    return fib_list[:n]

# Example usage
print(fibonacci())
```","def fibonacci(n=20, fib_list=None):
    if fib_list is None:
        fib_list = [0, 1]
    if len(fib_list) < n:
        fib_list.append(fib_list[-1] + fib_list[-2])
        return fibonacci(n, fib_list)
    return fib_list[:n]

# Example usage
print(fibonacci())","def fibonacci(n=20, fib_list=None):
    if fib_list is None:
        fib_list = [0, 1]
    if len(fib_list) < n:
        fib_list.append(fib_list[-1] + fib_list[-2])
        return fibonacci(n, fib_list)
    return fib_list[:n]
print(fibonacci())",528bd28faa9ca9a8,f8a5a9c9a861533f,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744230.3129356,anchor_fib_v1,anchor_fib_v1_1756744230,gpt-4o-mini,0.2,"```python
def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())
```","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)
    return [fib_recursive(i) for i in range(n)]
print(fibonacci())",05097966f6073032,9ad2e02da2b5b9c4,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744232.8527405,anchor_fib_v1,anchor_fib_v1_1756744232,gpt-4o-mini,0.2,"```python
def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())
```","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)
    return [fib_recursive(i) for i in range(n)]
print(fibonacci())",05097966f6073032,9ad2e02da2b5b9c4,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744236.4712265,anchor_fib_v1,anchor_fib_v1_1756744236,gpt-4o-mini,0.2,"```python
def fibonacci(n=20, fib_list=None):
    if fib_list is None:
        fib_list = [0, 1]
    if len(fib_list) < n:
        fib_list.append(fib_list[-1] + fib_list[-2])
        return fibonacci(n, fib_list)
    return fib_list[:n]

# Example usage
print(fibonacci())
```","def fibonacci(n=20, fib_list=None):
    if fib_list is None:
        fib_list = [0, 1]
    if len(fib_list) < n:
        fib_list.append(fib_list[-1] + fib_list[-2])
        return fibonacci(n, fib_list)
    return fib_list[:n]

# Example usage
print(fibonacci())","def fibonacci(n=20, fib_list=None):
    if fib_list is None:
        fib_list = [0, 1]
    if len(fib_list) < n:
        fib_list.append(fib_list[-1] + fib_list[-2])
        return fibonacci(n, fib_list)
    return fib_list[:n]
print(fibonacci())",528bd28faa9ca9a8,f8a5a9c9a861533f,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744291.9756074,slugify_v1,slugify_v1_1756744291,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def create_slug(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove non-ASCII characters
        text = re.sub(r'[^\w\s-]', '', text)
        # Replace spaces and collapse multiple spaces
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        return re.sub(r'[-\s]+', '-', text.lower())

    return [create_slug(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def create_slug(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove non-ASCII characters
        text = re.sub(r'[^\w\s-]', '', text)
        # Replace spaces and collapse multiple spaces
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        return re.sub(r'[-\s]+', '-', text.lower())

    return [create_slug(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def create_slug(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub('[^\\w\\s-]', '', text)
        text = re.sub('\\s+', ' ', text).strip()
        return re.sub('[-\\s]+', '-', text.lower())
    return [create_slug(text) for text in texts]",1174ff72ef7426ff,95d74e726c044f66,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
1756744296.3868148,slugify_v1,slugify_v1_1756744296,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def clean_text(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove non-ASCII characters
        text = re.sub(r'[^\w\s-]', '', text)
        # Replace spaces and collapse internal whitespace
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        text = text.lower().replace(' ', '-')
        return text

    return [clean_text(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def clean_text(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove non-ASCII characters
        text = re.sub(r'[^\w\s-]', '', text)
        # Replace spaces and collapse internal whitespace
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        text = text.lower().replace(' ', '-')
        return text

    return [clean_text(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def clean_text(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub('[^\\w\\s-]', '', text)
        text = re.sub('\\s+', ' ', text).strip()
        text = text.lower().replace(' ', '-')
        return text
    return [clean_text(text) for text in texts]",38aff53b168bf0ca,bff71574bd677799,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
1756744300.3138573,slugify_v1,slugify_v1_1756744300,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def create_slug(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove unwanted characters and collapse whitespace
        text = re.sub(r'[^a-zA-Z0-9\s-]', '', text)
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        text = text.lower().replace(' ', '-')
        return text

    return [create_slug(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def create_slug(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove unwanted characters and collapse whitespace
        text = re.sub(r'[^a-zA-Z0-9\s-]', '', text)
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        text = text.lower().replace(' ', '-')
        return text

    return [create_slug(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def create_slug(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub('[^a-zA-Z0-9\\s-]', '', text)
        text = re.sub('\\s+', ' ', text).strip()
        text = text.lower().replace(' ', '-')
        return text
    return [create_slug(text) for text in texts]",817a35f6573e39df,ba975a098a21e621,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
1756744304.5553432,slugify_v1,slugify_v1_1756744304,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def create_slug(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove unwanted characters and replace spaces with '-'
        text = re.sub(r'[^a-zA-Z0-9\s-]', '', text)
        # Collapse internal whitespace to single spaces
        text = re.sub(r'\s+', ' ', text).strip()
        # Replace spaces with '-'
        text = text.replace(' ', '-')
        # Convert to lowercase
        return text.lower()
    
    return [create_slug(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def create_slug(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove unwanted characters and replace spaces with '-'
        text = re.sub(r'[^a-zA-Z0-9\s-]', '', text)
        # Collapse internal whitespace to single spaces
        text = re.sub(r'\s+', ' ', text).strip()
        # Replace spaces with '-'
        text = text.replace(' ', '-')
        # Convert to lowercase
        return text.lower()
    
    return [create_slug(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def create_slug(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub('[^a-zA-Z0-9\\s-]', '', text)
        text = re.sub('\\s+', ' ', text).strip()
        text = text.replace(' ', '-')
        return text.lower()
    return [create_slug(text) for text in texts]",2f0365366ed67d20,25d5cc324cdaebbd,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
1756744307.2600465,slugify_v1,slugify_v1_1756744307,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def to_slug(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub(r'[^\w\s-]', '', text)
        text = re.sub(r'[-\s]+', '-', text).strip('-')
        return text.lower()

    return [to_slug(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def to_slug(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub(r'[^\w\s-]', '', text)
        text = re.sub(r'[-\s]+', '-', text).strip('-')
        return text.lower()

    return [to_slug(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def to_slug(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub('[^\\w\\s-]', '', text)
        text = re.sub('[-\\s]+', '-', text).strip('-')
        return text.lower()
    return [to_slug(text) for text in texts]",7624257a7acbee5d,221b9e00359eeb39,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
