ts,prompt_id,run_id,model,temperature,raw_output,code,canon_code,raw_hash,canon_signature,structural_ok,canonicalization_ok,contract_pass,oracle_pass,notes,attempts,last_error,status,metrics_version,contract_id
1756744238.387733,anchor_fib_v1,anchor_fib_v1_1756744238,gpt-4o-mini,0.2,"```python
def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())
```","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)
    return [fib_recursive(i) for i in range(n)]
print(fibonacci())",05097966f6073032,9ad2e02da2b5b9c4,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744240.5519507,anchor_fib_v1,anchor_fib_v1_1756744240,gpt-4o-mini,0.2,"```python
def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())
```","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)
    return [fib_recursive(i) for i in range(n)]
print(fibonacci())",05097966f6073032,9ad2e02da2b5b9c4,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744245.833723,anchor_fib_v1,anchor_fib_v1_1756744245,gpt-4o-mini,0.2,"```python
def fibonacci(n, memo={0: 0, 1: 1}):
    if n not in memo:
        memo[n] = fibonacci(n - 1, memo) + fibonacci(n - 2, memo)
    return memo[n]

def generate_fibonacci_list(count):
    return [fibonacci(i) for i in range(count)]

def fibonacci():
    return generate_fibonacci_list(20)
```","def fibonacci(n, memo={0: 0, 1: 1}):
    if n not in memo:
        memo[n] = fibonacci(n - 1, memo) + fibonacci(n - 2, memo)
    return memo[n]

def generate_fibonacci_list(count):
    return [fibonacci(i) for i in range(count)]

def fibonacci():
    return generate_fibonacci_list(20)","def fibonacci(n, memo={0: 0, 1: 1}):
    if n not in memo:
        memo[n] = fibonacci(n - 1, memo) + fibonacci(n - 2, memo)
    return memo[n]
def generate_fibonacci_list(count):
    return [fibonacci(i) for i in range(count)]
def fibonacci():
    return generate_fibonacci_list(20)",5d0c40db7fc28a81,e1d6663e09ce3c68,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744247.9345732,anchor_fib_v1,anchor_fib_v1_1756744247,gpt-4o-mini,0.2,"```python
def fibonacci(n=20):
    def fib_helper(x):
        if x <= 1:
            return x
        else:
            return fib_helper(x - 1) + fib_helper(x - 2)

    return [fib_helper(i) for i in range(n)]

# Example usage
print(fibonacci())
```","def fibonacci(n=20):
    def fib_helper(x):
        if x <= 1:
            return x
        else:
            return fib_helper(x - 1) + fib_helper(x - 2)

    return [fib_helper(i) for i in range(n)]

# Example usage
print(fibonacci())","def fibonacci(n=20):
    def fib_helper(x):
        if x <= 1:
            return x
        else:
            return fib_helper(x - 1) + fib_helper(x - 2)
    return [fib_helper(i) for i in range(n)]
print(fibonacci())",7a6a9c2b4f391f4e,25f7db9d157caf33,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744250.5701702,anchor_fib_v1,anchor_fib_v1_1756744250,gpt-4o-mini,0.2,"```python
def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())
```","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)

    return [fib_recursive(i) for i in range(n)]

# Example usage
print(fibonacci())","def fibonacci(n=20):
    def fib_recursive(x):
        if x <= 1:
            return x
        else:
            return fib_recursive(x - 1) + fib_recursive(x - 2)
    return [fib_recursive(i) for i in range(n)]
print(fibonacci())",05097966f6073032,9ad2e02da2b5b9c4,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,anchor_fib_v1
1756744310.154487,slugify_v1,slugify_v1_1756744310,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def create_slug(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove unwanted characters and trim
        text = re.sub(r'[^\w\s-]', '', text).strip()
        # Replace spaces and collapse internal whitespace
        text = re.sub(r'[-\s]+', '-', text)
        # Convert to lowercase
        return text.lower()
    
    return [create_slug(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def create_slug(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove unwanted characters and trim
        text = re.sub(r'[^\w\s-]', '', text).strip()
        # Replace spaces and collapse internal whitespace
        text = re.sub(r'[-\s]+', '-', text)
        # Convert to lowercase
        return text.lower()
    
    return [create_slug(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def create_slug(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub('[^\\w\\s-]', '', text).strip()
        text = re.sub('[-\\s]+', '-', text)
        return text.lower()
    return [create_slug(text) for text in texts]",88fc4bbda6d0115e,bcabd4ffd486a1a2,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
1756744313.4556227,slugify_v1,slugify_v1_1756744313,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def slugify_single(text):
        # Normalize and remove accents
        text = unicodedata.normalize('NFKD', text)
        text = text.encode('ascii', 'ignore').decode('utf-8')
        # Trim and collapse whitespace
        text = re.sub(r'\s+', ' ', text).strip()
        # Replace spaces with '-'
        text = text.lower().replace(' ', '-')
        # Keep only letters, numbers, and '-'
        text = re.sub(r'[^a-z0-9-]', '', text)
        return text
    
    return [slugify_single(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def slugify_single(text):
        # Normalize and remove accents
        text = unicodedata.normalize('NFKD', text)
        text = text.encode('ascii', 'ignore').decode('utf-8')
        # Trim and collapse whitespace
        text = re.sub(r'\s+', ' ', text).strip()
        # Replace spaces with '-'
        text = text.lower().replace(' ', '-')
        # Keep only letters, numbers, and '-'
        text = re.sub(r'[^a-z0-9-]', '', text)
        return text
    
    return [slugify_single(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def slugify_single(text):
        text = unicodedata.normalize('NFKD', text)
        text = text.encode('ascii', 'ignore').decode('utf-8')
        text = re.sub('\\s+', ' ', text).strip()
        text = text.lower().replace(' ', '-')
        text = re.sub('[^a-z0-9-]', '', text)
        return text
    return [slugify_single(text) for text in texts]",2eaeb08788aa5031,628f4cb9bfacc1c0,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
1756744316.382118,slugify_v1,slugify_v1_1756744316,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def slugify_single(text):
        # Normalize and remove accents
        text = unicodedata.normalize('NFKD', text)
        text = text.encode('ascii', 'ignore').decode('utf-8')
        # Trim, collapse whitespace, and convert to lowercase
        text = re.sub(r'\s+', ' ', text).strip().lower()
        # Replace spaces with '-' and keep only valid characters
        text = re.sub(r'[^a-z0-9 -]', '', text)
        text = text.replace(' ', '-')
        return text

    return [slugify_single(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def slugify_single(text):
        # Normalize and remove accents
        text = unicodedata.normalize('NFKD', text)
        text = text.encode('ascii', 'ignore').decode('utf-8')
        # Trim, collapse whitespace, and convert to lowercase
        text = re.sub(r'\s+', ' ', text).strip().lower()
        # Replace spaces with '-' and keep only valid characters
        text = re.sub(r'[^a-z0-9 -]', '', text)
        text = text.replace(' ', '-')
        return text

    return [slugify_single(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def slugify_single(text):
        text = unicodedata.normalize('NFKD', text)
        text = text.encode('ascii', 'ignore').decode('utf-8')
        text = re.sub('\\s+', ' ', text).strip().lower()
        text = re.sub('[^a-z0-9 -]', '', text)
        text = text.replace(' ', '-')
        return text
    return [slugify_single(text) for text in texts]",fcd984902f5c17e2,460a64b1c147fc67,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
1756744319.7310488,slugify_v1,slugify_v1_1756744319,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def slugify_text(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove non-ASCII characters
        text = re.sub(r'[^\w\s-]', '', text)
        # Replace spaces and collapse internal whitespace
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        return re.sub(r'\s+', '-', text.lower())
    
    return [slugify_text(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def slugify_text(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove non-ASCII characters
        text = re.sub(r'[^\w\s-]', '', text)
        # Replace spaces and collapse internal whitespace
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        return re.sub(r'\s+', '-', text.lower())
    
    return [slugify_text(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def slugify_text(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub('[^\\w\\s-]', '', text)
        text = re.sub('\\s+', ' ', text).strip()
        return re.sub('\\s+', '-', text.lower())
    return [slugify_text(text) for text in texts]",cb58fadc09b526c9,d5746b78fbb38430,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
1756744323.941729,slugify_v1,slugify_v1_1756744323,gpt-4o-mini,0.2,"```python
import unicodedata
import re

def slugify(texts):
    def slugify_text(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove non-ASCII characters
        text = re.sub(r'[^\w\s-]', '', text)
        # Replace spaces and collapse whitespace
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        return re.sub(r'[-\s]+', '-', text.lower())

    return [slugify_text(text) for text in texts]
```","import unicodedata
import re

def slugify(texts):
    def slugify_text(text):
        # Normalize the text to remove accents
        text = unicodedata.normalize('NFKD', text)
        # Remove non-ASCII characters
        text = re.sub(r'[^\w\s-]', '', text)
        # Replace spaces and collapse whitespace
        text = re.sub(r'\s+', ' ', text).strip()
        # Convert to lowercase and replace spaces with '-'
        return re.sub(r'[-\s]+', '-', text.lower())

    return [slugify_text(text) for text in texts]","import unicodedata
import re
def slugify(texts):
    def slugify_text(text):
        text = unicodedata.normalize('NFKD', text)
        text = re.sub('[^\\w\\s-]', '', text)
        text = re.sub('\\s+', ' ', text).strip()
        return re.sub('[-\\s]+', '-', text.lower())
    return [slugify_text(text) for text in texts]",9e15c2f1e9b289a5,50a837613cde9c51,True,True,True,True,stripped_fences; stripped_docstrings; normalized_identifiers; stripped_comments; normalized_whitespace,1,,completed,2025-08-26,slugify_v1
